<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.08	05:30:00	615311.85	621187.06	614816.14	619790.90	1800	0	6707
2022.06.08	06:00:00	619776.35	621174.66	618619.34	620931.16	1800	0	6707
2022.06.08	06:30:00	621066.86	621819.58	617634.13	621282.53	1800	0	6707
2022.06.08	07:00:00	621303.69	623766.45	619447.85	621542.83	1800	0	6707
2022.06.08	07:30:00	621555.75	621783.63	616591.79	616846.39	1800	0	6707
2022.06.08	08:00:00	616795.79	617983.39	615265.24	617494.69	1800	0	6707
2022.06.08	08:30:00	617561.42	617781.83	615572.45	616561.91	1800	0	6707
2022.06.08	09:00:00	616576.77	618504.80	614802.69	617867.81	1799	0	6707
2022.06.08	09:30:00	617961.02	618627.14	614680.46	615183.10	1800	0	6707
2022.06.08	10:00:00	615172.42	615430.38	613431.95	613898.84	1800	0	6707
2022.06.08	10:30:00	613972.60	615580.38	612293.95	615579.89	1800	0	6707
2022.06.08	11:00:00	615622.40	616767.74	613912.41	616604.25	1800	0	6707
2022.06.08	11:30:00	616572.79	619898.10	616229.24	619367.58	1800	0	6707
2022.06.08	12:00:00	619368.20	620342.76	617828.62	619244.04	1800	0	6707
2022.06.08	12:30:00	619274.06	619543.93	616438.65	617838.69	1800	0	6707
2022.06.08	13:00:00	617844.99	618088.37	615354.96	617061.00	1800	0	6707
2022.06.08	13:30:00	617020.38	620415.98	616732.83	620264.00	1800	0	6707
2022.06.08	14:00:00	620222.77	623096.77	619645.06	621370.37	1800	0	6707
2022.06.08	14:30:00	621379.02	623632.72	621313.84	623001.05	1799	0	6707
2022.06.08	15:00:00	623029.85	624341.87	619906.53	620226.02	1800	0	6707
2022.06.08	15:30:00	620288.65	625380.14	620238.13	624770.21	1800	0	6707
2022.06.08	16:00:00	624676.51	627891.97	623340.23	625659.22	1800	0	6707
2022.06.08	16:30:00	625728.08	626519.53	624586.76	625655.40	1800	0	6707
2022.06.08	17:00:00	625716.34	626814.21	624544.05	625228.21	1800	0	6707
2022.06.08	17:30:00	625336.00	626182.61	623125.31	625425.58	1800	0	6707
2022.06.08	18:00:00	625393.46	629174.86	624263.07	627594.69	1800	0	6707
2022.06.08	18:30:00	627491.29	629437.11	626948.16	628639.03	1800	0	6707
2022.06.08	19:00:00	628618.03	629776.88	626866.27	627189.05	1800	0	6707
2022.06.08	19:30:00	627295.26	628010.10	625918.45	626993.42	1800	0	6707
2022.06.08	20:00:00	626974.88	627089.53	622305.20	622430.89	1800	0	6707
2022.06.08	20:30:00	622408.84	622703.49	619300.23	620037.34	1800	0	6707
2022.06.08	21:00:00	620006.65	622322.60	618698.37	621815.23	1800	0	6707
2022.06.08	21:30:00	621806.99	623307.71	620195.35	621852.77	1800	0	6707
2022.06.08	22:00:00	621811.99	622298.85	618136.89	618280.10	1799	0	6707
2022.06.08	22:30:00	618296.81	619129.84	616759.23	618716.72	1800	0	6707
2022.06.08	23:00:00	618790.45	620536.35	617290.43	619736.28	1800	0	6707
2022.06.08	23:30:00	619683.28	621221.52	618559.17	620789.28	1800	0	6707
2022.06.09	00:00:00	620786.62	623018.73	620324.55	621247.53	1800	0	6707
2022.06.09	00:30:00	621263.54	621476.12	617923.42	618362.53	1800	0	6707
2022.06.09	01:00:00	618383.18	618678.43	613304.74	614493.72	1800	0	6707
2022.06.09	01:30:00	614454.33	619181.36	614006.23	617811.50	1800	0	6707
2022.06.09	02:00:00	617915.90	618113.03	616301.19	617139.96	1800	0	6707
2022.06.09	02:30:00	617241.81	619475.73	616360.21	618487.21	1799	0	6707
2022.06.09	03:00:00	618591.22	622370.20	618544.08	620762.39	1800	0	6707
2022.06.09	03:30:00	620745.68	621148.34	618423.27	620978.21	1800	0	6707
2022.06.09	04:00:00	620935.48	622745.84	620293.67	621382.45	1800	0	6707
2022.06.09	04:30:00	621370.38	622574.92	619214.30	619288.86	1800	0	6707
2022.06.09	05:00:00	619289.82	620045.24	616290.62	619130.78	1800	0	6707
2022.06.09	05:30:00	619207.28	619399.62	613889.15	614298.02	1799	0	6707
2022.06.09	06:00:00	614306.96	614554.97	611022.64	611035.01	1800	0	6707
2022.06.09	06:30:00	611058.31	613283.15	610883.01	613150.87	1800	0	6707
2022.06.09	07:00:00	613203.93	613961.38	611799.49	613148.84	1800	0	6707
2022.06.09	07:30:00	613055.01	615171.75	611293.81	614656.96	1800	0	6707
2022.06.09	08:00:00	614628.96	614726.56	612081.60	612710.78	1800	0	6707
2022.06.09	08:30:00	612777.07	613792.27	610057.98	611049.58	1799	0	6707
2022.06.09	09:00:00	611095.24	614100.50	610448.30	612361.47	1799	0	6707
2022.06.09	09:30:00	612321.81	613540.52	610705.80	612152.75	1800	0	6707
2022.06.09	10:00:00	612114.50	612859.38	609078.41	610148.92	1800	0	6707
2022.06.09	10:30:00	610226.06	613170.73	609107.63	611384.10	1800	0	6707
2022.06.09	11:00:00	611427.91	614110.90	610519.96	613338.85	1800	0	6707
2022.06.09	11:30:00	613320.15	613482.28	610243.48	610594.55	1800	0	6707
2022.06.09	12:00:00	610649.78	611515.40	605560.51	605997.46	1800	0	6707
2022.06.09	12:30:00	605996.92	607999.99	605536.71	605795.22	1800	0	6707
2022.06.09	13:00:00	605704.85	609025.79	604481.24	604945.20	1800	0	6707
2022.06.09	13:30:00	604912.60	605895.81	602992.31	604586.43	1798	0	6707
2022.06.09	14:00:00	604617.23	605208.39	601257.08	601965.92	1800	0	6707
2022.06.09	14:30:00	601940.03	602273.71	599316.30	601242.46	1800	0	6707
2022.06.09	15:00:00	601220.85	602966.44	598229.46	598539.60	1800	0	6707
2022.06.09	15:30:00	598639.98	601371.23	598639.98	600778.59	1800	0	6707
2022.06.09	16:00:00	600789.26	604901.89	600591.79	604061.88	1799	0	6707
2022.06.09	16:30:00	604094.53	605035.47	601784.23	603140.34	1800	0	6707
2022.06.09	17:00:00	603074.04	604979.81	602226.30	603616.34	1800	0	6707
2022.06.09	17:30:00	603543.67	604330.41	602181.95	603250.13	1800	0	6707
2022.06.09	18:00:00	603170.27	606941.24	602676.70	605607.05	1799	0	6707
2022.06.09	18:30:00	605708.70	605846.87	601256.68	601410.51	1800	0	6707
2022.06.09	19:00:00	601439.51	601618.18	598631.66	599048.67	1800	0	6707
2022.06.09	19:30:00	599092.11	600418.96	597518.91	598292.92	1800	0	6707
2022.06.09	20:00:00	598271.31	599241.67	595728.50	597142.81	1800	0	6707
2022.06.09	20:30:00	597077.39	600260.66	596115.76	600160.67	1800	0	6707
2022.06.09	21:00:00	600110.04	604332.19	599651.19	603720.26	1800	0	6707
2022.06.09	21:30:00	603760.32	604112.90	601894.38	602574.84	1800	0	6707
2022.06.09	22:00:00	602527.45	602667.03	598150.51	599023.35	1800	0	6707
2022.06.09	22:30:00	598968.18	600263.19	596737.95	597137.65	1800	0	6707
2022.06.09	23:00:00	597148.41	599107.06	596320.79	597790.17	1800	0	6707
2022.06.09	23:30:00	597822.46	599485.36	595624.91	595926.75	1800	0	6707
2022.06.10	00:00:00	595987.18	597081.55	594441.47	595580.23	1800	0	6707
2022.06.10	00:30:00	595512.71	597931.24	595189.70	595649.41	1800	0	6707
2022.06.10	01:00:00	595657.80	597353.26	593236.92	594520.74	1800	0	6707
2022.06.10	01:30:00	594529.25	600179.80	594505.08	599787.48	1800	0	6707
2022.06.10	02:00:00	599781.94	601011.84	596885.24	597579.91	1800	0	6707
2022.06.10	02:30:00	597586.48	597656.02	590841.44	591076.05	1800	0	6707
2022.06.10	03:00:00	591210.70	591618.01	588409.80	588582.49	1800	0	6707
2022.06.10	03:30:00	588609.27	589881.89	587431.70	587489.69	1800	0	6707
2022.06.10	04:00:00	587440.48	588139.89	583452.56	583468.47	1800	0	6707
2022.06.10	04:30:00	583485.88	587092.41	583062.25	585298.28	1800	0	6707
2022.06.10	05:00:00	585356.37	585892.19	581747.63	583450.24	1799	0	6707
2022.06.10	05:30:00	583491.96	586576.73	582678.08	584276.06	1800	0	6707
2022.06.10	06:00:00	584327.32	587739.29	584184.38	587631.08	1800	0	6707
2022.06.10	06:30:00	587725.94	591906.21	587708.23	590768.86	1800	0	6707
2022.06.10	07:00:00	590746.01	591158.40	589133.84	590540.51	1800	0	6680
2022.06.10	07:30:00	590638.16	592375.73	589857.08	592070.64	1800	0	6680
2022.06.10	08:00:00	592117.59	592217.28	587175.15	587667.22	1800	0	6680
2022.06.10	08:30:00	587624.47	587940.16	584329.11	584394.19	1800	0	6680
2022.06.10	09:00:00	584323.00	587169.93	584211.05	586157.69	1800	0	6680
2022.06.10	09:30:00	586185.84	589613.45	585953.37	589177.09	1800	0	6680
2022.06.10	10:00:00	589126.06	589197.32	585072.88	586739.33	1798	0	6680
2022.06.10	10:30:00	586699.98	588091.65	585410.86	587393.19	1800	0	6680
2022.06.10	11:00:00	587453.06	590063.90	586569.79	588095.94	1800	0	6680
2022.06.10	11:30:00	588087.06	594386.40	588013.15	594137.94	1800	0	6680
2022.06.10	12:00:00	594222.93	597569.31	592799.28	595911.22	1800	0	6680
2022.06.10	12:30:00	595930.65	596954.63	593208.62	593560.83	1800	0	6680
2022.06.10	13:00:00	593478.23	597512.24	592456.18	597237.25	1800	0	6680
2022.06.10	13:30:00	597217.24	598454.17	594845.85	595920.89	1800	0	6680
2022.06.10	14:00:00	595905.39	597134.77	594880.04	595847.56	1800	0	6680
2022.06.10	14:30:00	595768.52	599051.11	595528.97	597430.48	1800	0	6680
2022.06.10	15:00:00	597441.69	602054.26	597406.72	601068.47	1800	0	6680
2022.06.10	15:30:00	600988.77	603156.09	600133.52	601865.20	1800	0	6680
2022.06.10	16:00:00	601839.85	602008.19	598827.31	600410.29	1800	0	6680
2022.06.10	16:30:00	600410.43	600669.39	595564.97	596793.20	1800	0	6680
2022.06.10	17:00:00	596832.63	600666.18	595137.98	600323.44	1800	0	6680
2022.06.10	17:30:00	600405.28	602393.26	598323.01	598446.80	1800	0	6680
2022.06.10	18:00:00	598410.71	599128.62	595359.53	597801.66	1800	0	6680
2022.06.10	18:30:00	597834.49	598759.71	595579.56	596539.46	1800	0	6680
2022.06.10	19:00:00	596457.09	600040.58	596245.88	599624.59	1799	0	6680
2022.06.10	19:30:00	599658.13	602590.48	598615.14	601823.21	1800	0	6680
2022.06.10	20:00:00	601796.78	601796.78	597650.28	597809.76	1800	0	6680
2022.06.10	20:30:00	597775.20	603164.09	596789.24	600901.16	1800	0	6680
2022.06.10	21:00:00	600942.85	601495.59	597999.82	599604.69	1800	0	6680
2022.06.10	21:30:00	599572.59	599737.57	595838.38	595897.29	1800	0	6680
2022.06.10	22:00:00	595934.06	600868.99	595918.06	600687.51	1800	0	6680
2022.06.10	22:30:00	600692.63	601210.33	595569.28	596620.93	1800	0	6680
2022.06.10	23:00:00	596728.82	597119.05	594398.77	595382.75	1800	0	6680
2022.06.10	23:30:00	595389.93	596248.60	593568.52	594835.40	1800	0	6680
2022.06.11	00:00:00	594804.37	597285.88	593991.38	595915.82	1799	0	6680
2022.06.11	00:30:00	595846.49	597465.54	595253.31	597168.38	1799	0	6680
2022.06.11	01:00:00	597121.26	599795.15	596045.75	599585.99	1800	0	6680
2022.06.11	01:30:00	599604.30	600309.83	598478.37	599296.06	1800	0	6680
2022.06.11	02:00:00	599282.55	599480.08	593557.12	594166.18	1800	0	6680
2022.06.11	02:30:00	594184.46	597544.12	593478.01	594990.76	1799	0	6680
2022.06.11	03:00:00	594949.52	598404.37	593626.27	598208.88	1800	0	6680
2022.06.11	03:30:00	598149.94	598617.82	594668.18	595795.08	1800	0	6680
2022.06.11	04:00:00	595787.70	595787.70	592420.70	592473.47	1800	0	6680
2022.06.11	04:30:00	592475.07	593324.44	590475.14	592784.86	1800	0	6680
2022.06.11	05:00:00	592934.26	593613.37	589352.03	590186.96	1800	0	6680
2022.06.11	05:30:00	590130.76	592131.05	589133.15	591221.43	1800	0	6680
2022.06.11	06:00:00	591187.31	591487.42	587002.18	588714.32	1800	0	6680
2022.06.11	06:30:00	588716.28	591747.97	588669.13	590575.34	1800	0	6680
2022.06.11	07:00:00	590544.99	591870.49	589555.35	590642.90	1800	0	6680
2022.06.11	07:30:00	590630.61	591517.03	587710.10	588685.13	1800	0	6680
2022.06.11	08:00:00	588645.19	589436.82	586963.68	588748.45	1800	0	6680
2022.06.11	08:30:00	588768.67	588892.56	586592.15	588111.92	1799	0	6680
2022.06.11	09:00:00	588154.58	589301.34	587048.27	587539.99	1800	0	6680
2022.06.11	09:30:00	587476.34	588657.00	586108.60	586108.60	1800	0	6680
2022.06.11	10:00:00	586027.92	587378.40	583666.98	584882.05	1800	0	6680
2022.06.11	10:30:00	584862.44	585385.88	582220.64	583907.31	1800	0	6680
2022.06.11	11:00:00	583948.46	587862.85	583290.81	586460.13	1800	0	6680
2022.06.11	11:30:00	586456.34	589630.91	586012.17	589122.14	1800	0	6680
2022.06.11	12:00:00	589139.19	594159.51	589118.66	593892.63	1800	0	6680
2022.06.11	12:30:00	593878.61	597604.15	593172.97	596609.89	1800	0	6680
2022.06.11	13:00:00	596786.79	597399.96	593871.09	594654.63	1799	0	6680
2022.06.11	13:30:00	594622.13	595312.11	591113.41	592732.85	1800	0	6680
2022.06.11	14:00:00	592778.06	595027.08	591362.61	594969.33	1800	0	6680
2022.06.11	14:30:00	595034.09	595925.66	593193.34	595138.58	1800	0	6680
2022.06.11	15:00:00	595092.09	595645.60	591050.92	591080.31	1800	0	6680
2022.06.11	15:30:00	591025.13	591933.09	588693.35	590164.56	1800	0	6680
2022.06.11	16:00:00	590149.21	590694.35	588511.84	589509.38	1800	0	6680
2022.06.11	16:30:00	589561.86	589875.43	585890.94	587655.80	1800	0	6680
2022.06.11	17:00:00	587679.63	589646.94	586266.62	586620.43	1800	0	6680
2022.06.11	17:30:00	586619.38	586660.10	583090.32	583264.46	1800	0	6680
2022.06.11	18:00:00	583358.28	585847.55	582953.02	585097.09	1800	0	6680
2022.06.11	18:30:00	585164.28	586672.66	584329.95	585911.40	1800	0	6680
2022.06.11	19:00:00	585859.19	586022.07	582237.29	583252.59	1800	0	6680
2022.06.11	19:30:00	583253.20	584633.23	580507.55	580611.19	1800	0	6680
2022.06.11	20:00:00	580545.70	584405.28	580439.39	584103.46	1800	0	6680
2022.06.11	20:30:00	584125.40	587458.43	583947.93	586449.46	1800	0	6680
2022.06.11	21:00:00	586400.23	587334.32	584944.02	586189.76	1800	0	6680
2022.06.11	21:30:00	586145.66	586975.74	584729.90	584987.57	1800	0	6680
2022.06.11	22:00:00	584982.33	585189.43	581106.94	582624.66	1800	0	6680
2022.06.11	22:30:00	582527.13	585896.40	582109.18	583167.77	1800	0	6680
2022.06.11	23:00:00	583127.03	587591.06	582886.32	584403.15	1800	0	6680
2022.06.11	23:30:00	584408.71	586429.32	583147.91	586324.40	1800	0	6680
2022.06.12	00:00:00	586375.09	592182.09	586034.01	591738.09	1800	0	6680
2022.06.12	00:30:00	591756.97	593072.10	590190.74	591972.52	1800	0	6680
2022.06.12	01:00:00	591975.62	594617.95	590770.36	594386.50	1798	0	6680
2022.06.12	01:30:00	594403.30	597933.50	594350.94	597904.11	1799	0	6680
2022.06.12	02:00:00	597872.56	602011.38	597238.37	600820.47	1800	0	6680
2022.06.12	02:30:00	600802.95	602274.67	600323.70	601685.54	1800	0	6680
2022.06.12	03:00:00	601704.43	604693.78	601115.07	604287.09	1800	0	6680
2022.06.12	03:30:00	604294.06	606778.64	603586.36	605864.44	1799	0	6680
2022.06.12	04:00:00	605759.99	606976.70	602991.96	603279.87	1800	0	6680
2022.06.12	04:30:00	603228.21	607093.40	602945.21	606802.03	1800	0	6680
2022.06.12	05:00:00	606706.49	608507.31	604458.97	605044.09	1800	0	6680
2022.06.12	05:30:00	605099.47	605833.42	602640.88	604786.83	1799	0	6680
2022.06.12	06:00:00	604850.88	605567.64	602860.17	603679.25	1800	0	6680
2022.06.12	06:30:00	603661.08	603672.67	600447.58	602582.82	1799	0	6680
2022.06.12	07:00:00	602584.95	603498.23	600401.01	600437.05	1799	0	6680
2022.06.12	07:30:00	600439.10	603852.18	600287.92	603386.46	1800	0	6680
2022.06.12	08:00:00	603413.75	605723.14	601824.40	602414.71	1800	0	6680
2022.06.12	08:30:00	602388.80	604093.11	601442.62	603566.52	1800	0	6680
2022.06.12	09:00:00	603652.00	607410.08	603137.06	606590.91	1799	0	6680
2022.06.12	09:30:00	606608.64	609662.41	606601.47	607285.95	1800	0	6680
2022.06.12	10:00:00	607296.55	610727.50	605771.03	606013.33	1800	0	6680
2022.06.12	10:30:00	606039.29	607239.04	603346.28	604894.94	1800	0	6680
2022.06.12	11:00:00	604877.55	605177.26	600833.08	601878.03	1799	0	6680
2022.06.12	11:30:00	601849.69	603883.49	601543.93	602538.76	1800	0	6680
2022.06.12	12:00:00	602518.84	604923.40	602170.54	604679.08	1800	0	6680
2022.06.12	12:30:00	604696.89	605002.25	600156.40	603684.65	1800	0	6680
2022.06.12	13:00:00	603659.33	605716.37	603349.52	604501.89	1800	0	6680
2022.06.12	13:30:00	604581.60	607575.99	604526.91	606191.60	1799	0	6680
2022.06.12	14:00:00	606147.18	608317.30	604878.62	607269.38	1800	0	6680
2022.06.12	14:30:00	607268.25	607682.21	603863.15	603972.18	1800	0	6680
2022.06.12	15:00:00	604042.64	604186.10	601213.01	602204.48	1800	0	6680
2022.06.12	15:30:00	602323.27	603631.51	600592.82	601145.96	1800	0	6680
2022.06.12	16:00:00	601121.51	602325.30	599242.22	599651.62	1800	0	6680
2022.06.12	16:30:00	599592.47	601650.64	597429.43	600655.71	1800	0	6680
2022.06.12	17:00:00	600547.66	605329.44	600535.91	605219.59	1800	0	6680
2022.06.12	17:30:00	605237.37	608836.54	605237.37	606620.95	1800	0	6680
2022.06.12	18:00:00	606626.14	607689.87	605463.91	606508.23	1800	0	6680
2022.06.12	18:30:00	606422.00	608302.08	603336.95	605435.80	1800	0	6680
2022.06.12	19:00:00	605295.53	607504.06	604667.18	605699.94	1800	0	6680
2022.06.12	19:30:00	605736.92	606880.92	603367.16	604911.08	1800	0	6680
2022.06.12	20:00:00	604954.11	606725.36	603558.39	605833.10	1800	0	6680
2022.06.12	20:30:00	605891.34	605893.26	602320.29	602791.69	1800	0	6680
2022.06.12	21:00:00	602791.79	604384.33	601942.66	602749.37	1799	0	6680
2022.06.12	21:30:00	602643.42	603023.75	600191.83	602280.85	1800	0	6680
2022.06.12	22:00:00	602323.05	604591.01	600519.00	600871.51	1800	0	6680
2022.06.12	22:30:00	600856.98	600856.98	595755.21	596327.60	1799	0	6680
2022.06.12	23:00:00	596351.74	602005.52	595377.74	601210.16	1800	0	6680
2022.06.12	23:30:00	601149.69	603392.68	600499.52	602494.16	1800	0	6680
2022.06.13	00:00:00	602537.23	603327.88	599450.33	599861.30	1800	0	6680
2022.06.13	00:30:00	599806.88	603803.29	599399.39	600801.71	1799	0	6680
2022.06.13	01:00:00	600774.24	602834.58	599744.65	601818.74	1800	0	6680
2022.06.13	01:30:00	601828.33	603639.90	600280.69	602722.47	1800	0	6680
2022.06.13	02:00:00	602702.94	602880.51	598806.42	599665.79	1798	0	6680
2022.06.13	02:30:00	599532.54	599910.50	597227.74	599092.42	1800	0	6680
2022.06.13	03:00:00	599069.65	600060.36	597229.12	599548.71	1800	0	6680
2022.06.13	03:30:00	599520.09	603283.25	599449.31	603166.07	1800	0	6680
2022.06.13	04:00:00	603152.42	604039.95	602221.33	603453.17	1800	0	6680
2022.06.13	04:30:00	603468.06	605497.28	602387.40	602558.29	1800	0	6680
2022.06.13	05:00:00	602602.68	605335.61	601141.25	605201.69	1799	0	6680
2022.06.13	05:30:00	605341.53	608052.45	604180.87	607349.95	1800	0	6680
2022.06.13	06:00:00	607339.73	608135.58	606429.30	607969.06	1800	0	6680
2022.06.13	06:30:00	607999.04	609078.88	607067.38	608204.92	1799	0	6680
2022.06.13	07:00:00	608169.41	609672.75	607270.05	607677.96	1800	0	6680
2022.06.13	07:30:00	607723.09	608205.67	604738.54	605062.45	1800	0	6680
2022.06.13	08:00:00	605029.51	605498.36	601498.43	602573.16	1800	0	6680
2022.06.13	08:30:00	602552.17	603805.67	600697.57	603588.20	1800	0	6680
2022.06.13	09:00:00	603530.53	604151.65	600823.62	601532.55	1800	0	6680
2022.06.13	09:30:00	601462.40	602705.11	599391.72	601977.11	1800	0	6680
2022.06.13	10:00:00	601984.64	602636.57	600670.84	602509.50	1800	0	6680
2022.06.13	10:30:00	602537.16	604328.41	600436.43	600936.04	1800	0	6680
2022.06.13	11:00:00	600914.19	602438.10	599253.46	601351.02	1800	0	6680
2022.06.13	11:30:00	601327.20	601852.46	596545.90	596687.16	1800	0	6680
2022.06.13	12:00:00	596666.18	599903.88	595748.65	599194.33	1799	0	6680
2022.06.13	12:30:00	599287.29	599396.33	594944.61	597413.18	1800	0	6680
2022.06.13	13:00:00	597413.39	600020.97	597355.66	598275.05	1800	0	6680
2022.06.13	13:30:00	598264.03	598629.95	595425.80	597583.09	1800	0	6680
2022.06.13	14:00:00	597607.79	599838.97	597023.82	597444.29	1800	0	6680
2022.06.13	14:30:00	597468.82	598080.69	594096.59	595594.83	1800	0	6680
2022.06.13	15:00:00	595581.88	596053.34	592775.95	593233.65	1800	0	6680
2022.06.13	15:30:00	593224.46	595349.79	592295.57	592366.07	1800	0	6680
2022.06.13	16:00:00	592314.53	593729.34	591667.41	592710.30	1800	0	6680
2022.06.13	16:30:00	592594.84	596590.07	592499.71	595408.65	1800	0	6680
2022.06.13	17:00:00	595349.98	597033.45	594040.29	596214.76	1800	0	6680
2022.06.13	17:30:00	596192.71	596500.44	593410.49	593559.99	1800	0	6680
2022.06.13	18:00:00	593538.65	594742.64	591734.52	592254.10	1800	0	6680
2022.06.13	18:30:00	592222.80	595170.19	592157.06	595023.67	1800	0	6680
2022.06.13	19:00:00	595086.12	596088.31	593794.94	595752.16	1800	0	6680
2022.06.13	19:30:00	595784.79	598346.78	594810.43	596887.21	1799	0	6680
2022.06.13	20:00:00	597024.07	599681.65	596743.99	599389.21	1800	0	6680
2022.06.13	20:30:00	599362.29	602179.60	598208.45	602101.88	1800	0	6680
2022.06.13	21:00:00	602071.54	605553.09	601349.76	605431.72	1800	0	6680
2022.06.13	21:30:00	605466.51	610050.11	604858.53	609439.62	1800	0	6680
2022.06.13	22:00:00	609380.23	609611.02	605490.89	606007.85	1800	0	6680
2022.06.13	22:30:00	605961.47	607771.22	605213.63	605850.69	1800	0	6680
2022.06.13	23:00:00	605892.30	609533.24	603107.77	609533.24	1800	0	6680
2022.06.13	23:30:00	609639.76	614188.17	608891.82	613333.27	1800	0	6680
2022.06.14	00:00:00	613390.17	613845.84	608425.93	609211.92	1800	0	6680
2022.06.14	00:30:00	609214.85	613784.45	609210.51	613424.19	1800	0	6680
2022.06.14	01:00:00	613457.51	613863.05	611052.86	611052.86	1800	0	6680
2022.06.14	01:30:00	610975.10	613073.67	609050.03	609293.21	1800	0	6680
2022.06.14	02:00:00	609271.34	609753.82	606703.88	608022.36	1800	0	6680
2022.06.14	02:30:00	607956.39	608751.47	606369.66	606810.92	1800	0	6680
2022.06.14	03:00:00	606795.12	607669.23	604188.79	605985.10	1799	0	6680
2022.06.14	03:30:00	606086.99	609969.62	605644.16	608899.93	1800	0	6680
2022.06.14	04:00:00	608897.74	609356.85	603559.25	606483.94	1800	0	6680
2022.06.14	04:30:00	606395.40	606588.29	603535.59	605320.74	1800	0	6680
2022.06.14	05:00:00	605293.98	607324.92	604245.91	604647.87	1800	0	6680
2022.06.14	05:30:00	604707.23	605298.52	601824.58	603536.02	1800	0	6680
2022.06.14	06:00:00	603570.23	603830.24	600217.80	600558.15	1800	0	6680
2022.06.14	06:30:00	600497.65	603733.47	600156.87	603180.37	1800	0	6680
2022.06.14	07:00:00	603095.70	604047.04	601027.92	602931.61	1800	0	6680
2022.06.14	07:30:00	602915.45	603758.36	601223.57	603758.36	1800	0	6680
2022.06.14	08:00:00	603726.50	605152.44	601175.75	601193.44	1800	0	6680
2022.06.14	08:30:00	601238.92	602200.35	599210.55	600286.89	1800	0	6680
2022.06.14	09:00:00	600259.75	605129.83	599891.05	603074.40	1800	0	6680
2022.06.14	09:30:00	603036.20	604424.48	601846.91	603957.57	1800	0	6680
2022.06.14	10:00:00	603866.78	604588.38	600924.62	601810.22	1800	0	6680
2022.06.14	10:30:00	601749.32	602791.18	600557.14	601904.79	1800	0	6680
2022.06.14	11:00:00	601869.55	602487.18	600509.98	601021.53	1799	0	6680
2022.06.14	11:30:00	601004.00	601097.72	595114.19	595450.50	1800	0	6680
2022.06.14	12:00:00	595479.35	596949.36	594315.98	594315.98	1800	0	6680
2022.06.14	12:30:00	594295.98	595132.81	591697.26	594030.24	1800	0	6680
2022.06.14	13:00:00	594044.11	598007.49	593072.21	596698.48	1800	0	6680
2022.06.14	13:30:00	596651.52	597772.74	594339.49	595901.60	1800	0	6680
2022.06.14	14:00:00	596018.15	598304.72	595579.83	596499.48	1800	0	6680
2022.06.14	14:30:00	596530.75	598357.23	594457.39	598029.33	1800	0	6680
2022.06.14	15:00:00	598055.59	598560.32	596230.32	596830.86	1800	0	6680
2022.06.14	15:30:00	596777.47	596906.79	592706.06	593527.69	1800	0	6680
2022.06.14	16:00:00	593489.62	597363.04	593001.66	596145.54	1800	0	6680
2022.06.14	16:30:00	596194.45	596375.06	593824.46	595880.86	1800	0	6680
2022.06.14	17:00:00	595904.27	598481.99	593928.79	594244.05	1800	0	6680
2022.06.14	17:30:00	594284.65	594713.06	591553.61	592355.75	1800	0	6680
2022.06.14	18:00:00	592327.70	594807.66	591837.20	593246.21	1800	0	6680
2022.06.14	18:30:00	593178.94	594910.93	592526.34	593629.84	1800	0	6680
2022.06.14	19:00:00	593570.36	593819.03	588871.41	588939.11	1800	0	6680
2022.06.14	19:30:00	588871.17	588992.17	586115.31	588046.83	1800	0	6680
2022.06.14	20:00:00	587966.86	588408.98	586179.28	588206.95	1800	0	6680
2022.06.14	20:30:00	588196.43	589991.38	586262.62	586879.00	1800	0	6680
2022.06.14	21:00:00	586809.44	587547.36	584186.99	587103.13	1800	0	6680
2022.06.14	21:30:00	587109.07	587732.50	581955.17	583571.28	1800	0	6680
2022.06.14	22:00:00	583604.88	583788.31	579839.21	580065.30	1800	0	6680
2022.06.14	22:30:00	580124.43	580590.46	576849.73	577463.86	1800	0	6680
2022.06.14	23:00:00	577464.00	578045.17	575554.00	577482.18	1800	0	6680
2022.06.14	23:30:00	577450.87	579473.27	576713.82	576716.92	1800	0	6680
2022.06.15	00:00:00	576748.70	577622.25	575744.67	577437.26	1799	0	6680
2022.06.15	00:30:00	577485.45	577593.34	573980.20	573980.20	1800	0	6680
2022.06.15	01:00:00	573939.60	575645.45	572852.36	574328.77	1800	0	6680
2022.06.15	01:30:00	574290.38	574894.39	571720.18	573697.47	1800	0	6680
2022.06.15	02:00:00	573739.36	576412.16	572528.80	575335.81	1800	0	6680
2022.06.15	02:30:00	575340.56	577854.56	574689.42	577449.99	1800	0	6680
2022.06.15	03:00:00	577477.96	578407.79	576350.20	578241.06	1800	0	6680
2022.06.15	03:30:00	578328.63	579498.92	577690.58	577749.15	1800	0	6680
2022.06.15	04:00:00	577727.43	579577.95	577222.52	579299.16	1800	0	6680
2022.06.15	04:30:00	579330.53	585567.05	578973.83	584516.83	1800	0	6680
2022.06.15	05:00:00	584685.86	586120.28	582328.94	586120.28	1800	0	6680
2022.06.15	05:30:00	586106.60	587825.88	585009.47	585527.15	1800	0	6680
2022.06.15	06:00:00	585587.85	586179.09	582649.43	583624.70	1800	0	6680
2022.06.15	06:30:00	583603.39	585189.77	582878.56	584642.97	1799	0	6680
